Gender_Person1,Gender_Person2,Personality_Person1,Personality_Person2,Communication_Level,Emotional_Intelligence,Trust_Level,Common_Interests_Score,Physical_Attraction_Score,Mutual_Respect_Score,Conflict_Resolution_Skills,Love_Probability
Female,Male,Introvert,Introvert,High,High,Low,5,3,4,Good,0.34
Female,Other,Introvert,Extrovert,High,Medium,Medium,5,5,4,Excellent,0.33
Male,Other,Introvert,Ambivert,Low,High,Medium,5,5,9,Poor,0.8
Other,Female,Introvert,Ambivert,Medium,High,Low,6,1,1,Excellent,0.37
Other,Other,Ambivert,Introvert,High,Low,Low,3,3,7,Excellent,0.36
Male,Other,Ambivert,Extrovert,Medium,Low,Medium,3,8,2,Excellent,0.66
Male,Male,Extrovert,Ambivert,Low,Medium,Low,5,5,7,Poor,0.66
Other,Male,Extrovert,Introvert,Medium,Medium,Low,8,0,2,Poor,0.3
Female,Other,Introvert,Extrovert,High,Low,High,3,6,7,Poor,0.28
Other,Other,Introvert,Introvert,Medium,Low,Medium,8,6,6,Poor,0.9
Female,Male,Introvert,Introvert,High,Low,High,9,0,8,Good,0.43
Other,Other,Ambivert,Ambivert,Medium,Medium,High,4,4,8,Excellent,0.37
Male,Male,Introvert,Ambivert,High,Medium,High,10,2,4,Excellent,0.64
Female,Male,Ambivert,Introvert,High,Low,High,0,10,5,Poor,0.74
Other,Female,Extrovert,Introvert,Low,Low,Medium,2,6,9,Good,0.71
Female,Male,Ambivert,Introvert,Medium,High,Low,4,2,4,Excellent,0.39
Other,Other,Ambivert,Introvert,Low,Low,Low,6,10,4,Poor,0.73
Other,Other,Ambivert,Introvert,Medium,High,Medium,4,3,9,Poor,0.62
Female,Male,Extrovert,Introvert,Low,Low,Medium,5,2,7,Excellent,0.54
Female,Male,Extrovert,Introvert,High,High,Low,7,2,10,Good,0.66
Male,Female,Introvert,Introvert,Medium,Low,Low,3,1,2,Excellent,0.21
Female,Male,Extrovert,Ambivert,Medium,High,Low,8,2,0,Poor,0.33
Male,Female,Extrovert,Introvert,High,High,Low,0,2,3,Excellent,0.09
Female,Male,Ambivert,Ambivert,High,High,High,8,5,1,Excellent,0.44
Male,Female,Ambivert,Extrovert,High,Medium,Medium,7,2,3,Excellent,0.23
Other,Other,Extrovert,Ambivert,Low,High,High,0,1,8,Good,0.29
Male,Other,Extrovert,Introvert,High,High,High,3,6,6,Excellent,0.4
Female,Other,Extrovert,Introvert,Low,Medium,Low,1,7,2,Excellent,0.22
Male,Male,Extrovert,Extrovert,High,Low,Medium,1,5,1,Excellent,0.25
Other,Male,Introvert,Extrovert,Low,Medium,Low,2,10,6,Excellent,0.74
Other,Other,Extrovert,Ambivert,Medium,Medium,High,4,7,10,Good,0.79
Female,Other,Introvert,Introvert,High,Low,High,5,2,6,Good,0.28
Other,Female,Introvert,Introvert,Low,Medium,Low,4,2,1,Good,0.13
Male,Male,Extrovert,Extrovert,Medium,Medium,Medium,7,6,9,Poor,0.83
Female,Male,Ambivert,Introvert,Medium,Medium,Low,7,8,8,Good,0.67
Other,Other,Introvert,Extrovert,High,Low,Low,6,8,9,Poor,0.74
Other,Male,Ambivert,Introvert,High,Medium,High,3,0,5,Poor,0.32
Female,Male,Introvert,Introvert,Medium,Medium,High,4,7,2,Poor,0.34
Female,Male,Introvert,Introvert,High,Low,High,1,2,6,Poor,0.31
Male,Other,Extrovert,Extrovert,High,Low,High,10,9,1,Good,0.53
Other,Male,Introvert,Introvert,Medium,High,High,3,1,0,Poor,0.07
Female,Male,Introvert,Extrovert,Low,High,Low,8,4,7,Good,0.67
Other,Female,Extrovert,Ambivert,Low,High,Medium,1,2,0,Poor,-0.06
Male,Other,Introvert,Ambivert,High,High,Medium,6,10,7,Poor,0.81
Other,Female,Ambivert,Ambivert,Medium,Low,High,6,2,4,Excellent,0.4
Other,Female,Introvert,Ambivert,High,Medium,Low,0,3,6,Excellent,0.36
Other,Other,Ambivert,Introvert,Low,Medium,Medium,5,10,10,Good,0.86
Female,Male,Introvert,Extrovert,Low,Medium,High,4,1,1,Excellent,0.34
Female,Other,Extrovert,Introvert,High,Medium,High,8,1,1,Excellent,0.35
Other,Male,Extrovert,Introvert,Low,High,Low,0,3,4,Excellent,0.19
Other,Other,Introvert,Ambivert,Medium,High,High,5,1,4,Excellent,0.35
Female,Female,Extrovert,Ambivert,High,Medium,Medium,5,2,10,Excellent,0.62
Female,Female,Ambivert,Ambivert,High,Low,High,0,9,6,Good,0.5
Other,Male,Extrovert,Introvert,High,Low,Medium,1,10,1,Poor,0.4
Male,Male,Ambivert,Ambivert,High,Low,High,8,8,9,Poor,0.76
Other,Female,Extrovert,Introvert,Medium,Medium,Medium,9,6,0,Poor,0.43
Other,Female,Introvert,Introvert,Low,Low,High,2,9,10,Good,0.56
Male,Male,Introvert,Extrovert,Low,High,Medium,1,7,5,Excellent,0.61
Female,Male,Introvert,Extrovert,Low,Medium,Medium,1,1,2,Poor,0.01
Female,Female,Extrovert,Extrovert,Medium,Low,High,1,9,7,Excellent,0.5
Female,Female,Extrovert,Extrovert,Low,Low,High,7,5,8,Poor,0.59
Female,Female,Introvert,Ambivert,Medium,Low,Medium,4,10,0,Poor,0.56
Other,Male,Ambivert,Introvert,Low,Low,High,2,1,4,Good,0.2
Male,Other,Extrovert,Introvert,High,Medium,Medium,10,1,5,Good,0.66
Female,Other,Ambivert,Extrovert,High,High,High,1,6,6,Excellent,0.37
Female,Female,Introvert,Extrovert,Medium,Low,Medium,3,7,1,Good,0.39
Female,Male,Ambivert,Introvert,Medium,High,Low,3,5,9,Excellent,0.48
Other,Female,Introvert,Extrovert,Medium,Medium,High,0,3,0,Poor,0.31
Female,Female,Extrovert,Ambivert,High,High,High,1,4,6,Excellent,0.25
Female,Other,Extrovert,Extrovert,Low,High,Low,4,2,0,Excellent,0.23
Female,Female,Extrovert,Introvert,High,Medium,Medium,7,7,8,Poor,0.8
Male,Other,Extrovert,Extrovert,Low,Low,Medium,0,8,9,Excellent,0.61
Male,Other,Ambivert,Ambivert,Low,High,Medium,10,5,0,Excellent,0.48
Female,Male,Extrovert,Extrovert,High,Low,Medium,4,8,0,Good,0.39
Male,Other,Extrovert,Ambivert,Low,High,High,3,3,6,Poor,0.4
Other,Male,Ambivert,Extrovert,High,Medium,High,3,10,9,Excellent,0.72
Female,Female,Introvert,Extrovert,Medium,Low,High,7,10,7,Good,0.9
Female,Female,Extrovert,Ambivert,Medium,Low,Medium,1,2,7,Good,0.55
Female,Male,Ambivert,Ambivert,High,Low,Medium,6,4,10,Poor,0.61
Other,Female,Ambivert,Extrovert,Low,Low,High,1,1,1,Poor,-0.04
Male,Other,Extrovert,Introvert,Medium,Low,Low,8,1,10,Good,0.62
Other,Other,Introvert,Ambivert,Medium,Medium,High,3,7,8,Good,0.86
Male,Male,Extrovert,Introvert,Medium,Medium,Medium,10,6,0,Good,0.45
Male,Other,Extrovert,Extrovert,Low,Medium,Medium,6,10,3,Excellent,0.8
Female,Male,Introvert,Introvert,High,Medium,Low,9,5,5,Excellent,0.8
Other,Female,Introvert,Ambivert,Medium,High,Low,10,6,0,Poor,0.48
Female,Male,Ambivert,Extrovert,Low,High,Medium,5,8,2,Good,0.56
Male,Male,Ambivert,Introvert,Low,High,Low,9,6,10,Good,1.0
Other,Male,Extrovert,Introvert,High,High,High,6,0,10,Poor,0.5
Male,Male,Ambivert,Ambivert,Low,High,Low,6,0,2,Good,0.25
Other,Other,Extrovert,Introvert,High,Low,High,4,3,8,Excellent,0.44
Other,Female,Extrovert,Ambivert,High,Medium,High,2,10,0,Poor,0.3
Other,Male,Introvert,Extrovert,Low,High,High,2,4,4,Excellent,0.27
Male,Male,Extrovert,Extrovert,High,Medium,High,7,0,6,Excellent,0.31
Female,Other,Introvert,Introvert,Low,Medium,Medium,5,10,7,Excellent,0.74
Male,Female,Introvert,Introvert,Low,Low,Low,9,0,1,Good,0.26
Female,Female,Ambivert,Ambivert,Low,High,High,8,4,1,Excellent,0.46
Other,Male,Ambivert,Introvert,Low,Low,High,3,5,1,Excellent,0.14
Male,Female,Introvert,Introvert,High,Low,Low,2,4,4,Good,0.37
Male,Male,Extrovert,Ambivert,Low,Low,Medium,7,7,6,Poor,0.75
Female,Male,Extrovert,Introvert,High,Low,Low,4,6,1,Poor,0.17
Other,Female,Introvert,Introvert,Low,Medium,Medium,7,6,9,Poor,0.77
Female,Female,Ambivert,Introvert,Low,Medium,Medium,3,9,5,Good,0.69
Other,Male,Extrovert,Introvert,High,Low,Medium,9,6,4,Poor,0.51
Other,Other,Extrovert,Extrovert,High,High,High,5,6,2,Good,0.6
Male,Male,Introvert,Ambivert,Medium,Medium,High,5,1,0,Good,0.24
Other,Male,Ambivert,Extrovert,High,Medium,Low,5,3,8,Excellent,0.46
Female,Female,Ambivert,Introvert,Low,High,High,8,4,9,Poor,0.69
Male,Other,Ambivert,Extrovert,Low,Medium,Medium,5,3,3,Excellent,0.42
Female,Female,Introvert,Extrovert,Medium,High,High,7,2,9,Good,0.61
Other,Female,Introvert,Ambivert,High,Medium,High,10,9,0,Good,0.69
Female,Male,Extrovert,Introvert,Low,Low,High,5,10,0,Excellent,0.41
Female,Male,Extrovert,Ambivert,Medium,Medium,Medium,5,6,1,Poor,0.42
Female,Female,Ambivert,Introvert,Medium,Medium,Low,7,7,10,Excellent,0.66
Female,Other,Introvert,Introvert,High,High,High,2,1,5,Poor,0.26
Other,Female,Introvert,Introvert,High,High,Low,5,8,0,Poor,0.34
Male,Female,Introvert,Introvert,High,Medium,High,4,5,9,Good,0.53
Female,Other,Introvert,Introvert,Low,Medium,High,2,5,2,Poor,0.42
Female,Other,Extrovert,Ambivert,High,Low,Low,3,9,7,Poor,0.74
Female,Female,Extrovert,Ambivert,Medium,High,High,4,4,1,Good,0.36
Other,Male,Ambivert,Ambivert,Low,High,Low,1,1,7,Excellent,0.19
Male,Male,Ambivert,Introvert,Medium,Medium,High,7,1,5,Excellent,0.4
Other,Other,Ambivert,Extrovert,Medium,Low,Medium,10,2,8,Excellent,0.79
Male,Male,Extrovert,Extrovert,Medium,Low,Low,3,6,3,Excellent,0.41
Female,Female,Introvert,Ambivert,Medium,Low,Low,1,2,7,Excellent,0.57
Other,Male,Introvert,Introvert,Medium,High,Medium,0,7,10,Poor,0.61
Female,Female,Extrovert,Introvert,Low,High,Medium,6,3,2,Good,0.39
Other,Female,Ambivert,Extrovert,High,Medium,Medium,5,1,0,Poor,0.17
Female,Other,Extrovert,Introvert,Medium,High,Medium,2,9,4,Poor,0.51
Other,Female,Ambivert,Extrovert,High,Low,High,10,3,1,Excellent,0.45
Male,Male,Introvert,Ambivert,Medium,High,High,8,1,4,Excellent,0.5
Other,Other,Ambivert,Extrovert,Medium,Medium,High,3,4,7,Excellent,0.56
Male,Male,Extrovert,Ambivert,Medium,Low,Low,4,0,1,Excellent,0.09
Other,Other,Ambivert,Extrovert,Low,Medium,Low,3,2,5,Poor,0.2
Male,Male,Introvert,Extrovert,Medium,High,High,10,7,6,Good,0.58
Male,Male,Extrovert,Introvert,High,Low,High,9,5,7,Poor,0.75
Male,Female,Introvert,Extrovert,High,High,High,9,10,4,Excellent,0.66
Other,Other,Introvert,Introvert,High,High,Medium,5,7,7,Poor,0.42
Female,Other,Extrovert,Ambivert,Medium,Medium,Medium,7,0,5,Good,0.44
Other,Female,Ambivert,Ambivert,Low,Medium,High,4,10,8,Poor,0.98
Other,Male,Introvert,Extrovert,High,Low,High,5,7,0,Excellent,0.4
Other,Other,Ambivert,Extrovert,Medium,High,Low,1,3,6,Poor,0.42
Male,Female,Ambivert,Ambivert,Low,Medium,Low,2,4,10,Good,0.54
Female,Female,Ambivert,Extrovert,Medium,Medium,High,0,9,8,Poor,0.56
Female,Other,Introvert,Extrovert,Medium,Low,Medium,4,1,0,Good,0.26
Other,Male,Extrovert,Ambivert,High,Low,Medium,9,8,10,Excellent,0.87
Female,Female,Extrovert,Introvert,Medium,High,Medium,0,3,4,Poor,0.26
Male,Male,Extrovert,Extrovert,High,Medium,Medium,10,0,0,Good,0.37
Male,Female,Extrovert,Ambivert,Low,Low,High,1,4,2,Poor,0.17
Male,Female,Ambivert,Introvert,Medium,High,High,7,5,3,Poor,0.6
Other,Female,Extrovert,Extrovert,High,Medium,Medium,9,4,2,Poor,0.48
Female,Other,Extrovert,Ambivert,High,Low,High,4,2,6,Poor,0.32
Male,Female,Extrovert,Introvert,Medium,Low,Low,7,8,2,Good,0.62
Female,Male,Introvert,Ambivert,Medium,Low,Medium,8,10,5,Good,0.68
Female,Female,Extrovert,Extrovert,Medium,Medium,High,8,0,6,Excellent,0.47
Male,Other,Extrovert,Introvert,Low,Low,Medium,2,9,8,Poor,0.63
Female,Male,Extrovert,Introvert,Medium,Low,High,7,8,7,Excellent,0.84
Male,Male,Extrovert,Ambivert,High,Medium,Low,1,4,9,Good,0.51
Other,Female,Introvert,Introvert,Low,Low,Low,8,0,3,Poor,0.36
Male,Other,Ambivert,Extrovert,High,High,Low,10,2,4,Poor,0.62
Female,Other,Introvert,Extrovert,Low,Low,High,1,1,0,Excellent,0.21
Other,Male,Ambivert,Introvert,High,High,High,7,0,8,Good,0.56
Female,Male,Introvert,Extrovert,Medium,Medium,High,3,8,4,Poor,0.5
Other,Female,Ambivert,Ambivert,High,Medium,High,10,0,2,Excellent,0.27
Other,Other,Introvert,Introvert,Low,Low,Low,8,3,7,Good,0.49
Female,Female,Ambivert,Introvert,Low,Medium,Medium,10,4,6,Good,0.64
Other,Male,Extrovert,Extrovert,Medium,High,High,4,7,1,Poor,0.34
Female,Male,Ambivert,Extrovert,High,Low,Low,10,9,7,Excellent,0.85
Female,Male,Extrovert,Ambivert,Medium,Medium,High,2,5,8,Poor,0.51
Male,Female,Ambivert,Ambivert,Medium,Low,High,2,10,2,Good,0.52
Other,Other,Ambivert,Extrovert,Medium,Low,High,4,10,4,Good,0.59
Male,Other,Extrovert,Extrovert,Medium,Low,Low,2,9,8,Poor,0.68
Other,Female,Introvert,Ambivert,Medium,Low,Low,5,9,9,Good,0.77
Male,Male,Introvert,Ambivert,High,High,High,10,1,7,Poor,0.4
Female,Female,Introvert,Ambivert,High,High,High,6,6,1,Excellent,0.34
Other,Female,Introvert,Introvert,Low,High,Medium,5,9,10,Excellent,0.79
Male,Female,Introvert,Ambivert,Medium,Medium,High,10,9,8,Excellent,0.78
Male,Female,Extrovert,Extrovert,Low,Medium,High,3,2,6,Poor,0.43
Male,Male,Ambivert,Introvert,Low,Low,High,3,0,2,Excellent,0.32
Female,Female,Ambivert,Ambivert,High,Medium,High,10,10,8,Good,1.0
Male,Male,Ambivert,Extrovert,Low,Medium,Medium,9,8,2,Excellent,0.61
Female,Female,Ambivert,Extrovert,High,Low,High,2,8,4,Excellent,0.62
Male,Female,Introvert,Introvert,Low,Low,Medium,0,3,4,Good,0.25
Female,Other,Extrovert,Introvert,High,Medium,High,8,9,3,Poor,0.63
Other,Other,Extrovert,Extrovert,Low,High,Low,1,9,7,Good,0.51
Other,Male,Introvert,Extrovert,Medium,Medium,High,5,0,2,Excellent,0.2
Other,Other,Extrovert,Ambivert,High,High,Medium,1,9,9,Poor,0.59
Male,Female,Introvert,Extrovert,Low,Low,Low,1,8,7,Excellent,0.55
Female,Other,Introvert,Introvert,High,Medium,Low,3,10,5,Good,0.62
Female,Female,Introvert,Introvert,High,High,High,8,9,6,Poor,0.77
Other,Other,Introvert,Ambivert,Medium,High,Medium,6,2,6,Poor,0.51
Female,Other,Introvert,Introvert,Medium,High,Low,5,5,3,Good,0.55
Female,Male,Introvert,Introvert,High,Low,High,3,6,8,Poor,0.66
Male,Male,Ambivert,Introvert,High,High,High,2,7,2,Good,0.22
Male,Female,Extrovert,Ambivert,Low,High,Medium,2,9,6,Good,0.31
Other,Male,Ambivert,Introvert,High,Medium,Low,3,7,5,Excellent,0.59
Female,Other,Extrovert,Extrovert,Low,Medium,Low,3,8,4,Good,0.36
Other,Other,Ambivert,Introvert,High,Medium,Medium,9,7,4,Excellent,0.64
Male,Male,Ambivert,Introvert,Medium,Low,Low,3,1,5,Poor,0.18
Male,Male,Introvert,Ambivert,Medium,Low,Medium,1,0,7,Excellent,0.09
Female,Female,Ambivert,Extrovert,Medium,High,High,4,9,6,Good,0.69
Male,Female,Extrovert,Extrovert,High,High,High,6,2,10,Good,0.68
Other,Male,Ambivert,Extrovert,High,Low,Medium,0,9,5,Good,0.41
Other,Male,Introvert,Extrovert,Low,Low,Medium,6,0,1,Poor,-0.03
Female,Other,Ambivert,Extrovert,Low,Medium,Medium,9,9,8,Good,0.81
Male,Female,Extrovert,Ambivert,High,High,High,4,10,4,Excellent,0.64
Male,Other,Extrovert,Extrovert,Low,Medium,High,9,4,5,Good,0.45
Other,Female,Ambivert,Ambivert,High,High,Medium,9,10,5,Good,0.82
Male,Female,Extrovert,Introvert,Medium,High,Medium,0,5,7,Poor,0.4
Other,Male,Extrovert,Introvert,Low,High,Medium,9,8,5,Excellent,0.79
Female,Male,Extrovert,Extrovert,Medium,Medium,High,3,10,2,Excellent,0.51
Other,Other,Introvert,Introvert,High,Low,High,2,10,8,Good,0.57
Other,Female,Introvert,Ambivert,Low,High,High,4,4,0,Poor,0.39
Female,Other,Ambivert,Introvert,Low,High,Medium,1,1,8,Good,0.32
Male,Other,Introvert,Introvert,High,Medium,Low,5,10,6,Excellent,0.7
Other,Female,Extrovert,Introvert,High,Medium,Low,5,5,6,Poor,0.44
Female,Female,Extrovert,Ambivert,High,High,Medium,0,4,2,Poor,0.16
Male,Male,Ambivert,Introvert,Medium,Low,Low,8,9,5,Excellent,0.64
Female,Other,Introvert,Ambivert,Low,High,Medium,10,1,1,Excellent,0.38
Other,Other,Ambivert,Ambivert,Low,Low,Medium,8,1,8,Excellent,0.74
Other,Female,Ambivert,Ambivert,Low,Medium,Medium,4,3,9,Good,0.4
Male,Female,Introvert,Extrovert,High,Medium,Medium,1,3,7,Poor,0.21
Female,Female,Introvert,Extrovert,Low,Low,High,5,10,7,Poor,0.88
Male,Female,Extrovert,Introvert,Low,High,Low,3,6,10,Poor,0.61
Other,Male,Ambivert,Extrovert,Medium,Medium,Medium,1,1,6,Good,0.2
Other,Male,Ambivert,Extrovert,Low,High,High,7,0,2,Excellent,0.4
Female,Female,Ambivert,Ambivert,Medium,Low,High,2,0,6,Excellent,0.21
Other,Male,Introvert,Introvert,Low,Low,Medium,6,5,2,Good,0.62
Other,Other,Introvert,Ambivert,Medium,High,Medium,5,9,9,Poor,0.83
Male,Other,Introvert,Introvert,Low,Medium,Medium,6,10,7,Poor,0.72
Female,Female,Extrovert,Ambivert,High,Low,High,9,8,1,Excellent,0.82
Male,Other,Ambivert,Extrovert,Low,Low,Medium,6,5,7,Excellent,0.54
Other,Other,Ambivert,Extrovert,High,High,Medium,7,5,0,Poor,0.47
Other,Other,Ambivert,Ambivert,Medium,Medium,Medium,6,5,2,Excellent,0.46
Male,Other,Ambivert,Introvert,Medium,Low,Medium,9,9,5,Excellent,0.9
Female,Female,Introvert,Introvert,Medium,Medium,Medium,7,3,2,Good,0.56
Female,Other,Introvert,Introvert,Low,Medium,High,1,3,8,Poor,0.4
Male,Male,Ambivert,Introvert,Low,Low,High,0,7,0,Good,0.16
Male,Female,Ambivert,Extrovert,Low,Medium,Low,2,7,4,Excellent,0.48
Other,Other,Introvert,Extrovert,Medium,Medium,Medium,1,2,4,Poor,0.17
Other,Male,Extrovert,Introvert,Low,High,Low,1,5,2,Poor,0.47
Female,Female,Extrovert,Ambivert,Low,Low,Low,1,5,0,Good,0.21
Male,Other,Ambivert,Extrovert,High,Low,Low,10,0,10,Poor,0.63
Male,Male,Introvert,Ambivert,Medium,High,Low,3,4,7,Excellent,0.49
Female,Male,Ambivert,Extrovert,Medium,High,High,10,1,8,Poor,0.5
Other,Male,Introvert,Extrovert,High,Medium,Low,9,3,2,Excellent,0.37
Female,Other,Extrovert,Ambivert,Medium,Low,Low,3,10,5,Good,0.72
Other,Other,Introvert,Extrovert,High,Medium,Low,7,7,10,Good,0.73
Other,Female,Ambivert,Extrovert,Medium,High,High,1,4,6,Good,0.26
Female,Male,Ambivert,Extrovert,High,High,Medium,5,10,1,Good,0.59
Other,Female,Ambivert,Introvert,Medium,Medium,Low,6,10,3,Excellent,0.75
Female,Female,Ambivert,Introvert,Medium,High,Low,5,4,10,Good,0.71
Female,Female,Extrovert,Extrovert,Medium,Medium,High,4,7,3,Good,0.57
Other,Male,Extrovert,Extrovert,Medium,High,Low,2,8,3,Poor,0.36
Male,Other,Ambivert,Extrovert,High,Low,Low,0,0,6,Excellent,0.06
Other,Female,Extrovert,Ambivert,High,Low,High,8,3,5,Poor,0.68
Male,Male,Ambivert,Extrovert,Low,High,Medium,2,5,5,Good,0.37
Male,Other,Ambivert,Introvert,High,High,High,8,1,8,Good,0.54
Female,Male,Introvert,Extrovert,Medium,High,High,10,3,0,Good,0.57
Other,Male,Extrovert,Ambivert,Medium,High,Low,4,1,1,Excellent,0.26
Other,Other,Ambivert,Ambivert,Medium,High,High,8,9,2,Excellent,0.68
Other,Other,Extrovert,Introvert,Low,Medium,Medium,6,8,0,Good,0.68
Female,Female,Introvert,Introvert,Medium,Low,Low,7,6,4,Good,0.5
Male,Male,Extrovert,Ambivert,Medium,Medium,Medium,8,8,3,Good,0.73
Male,Female,Ambivert,Extrovert,Medium,Low,Low,1,7,3,Poor,0.37
Male,Female,Introvert,Extrovert,Medium,Medium,Low,1,10,4,Good,0.53
Male,Other,Introvert,Introvert,Low,High,High,7,9,3,Excellent,0.79
Male,Female,Ambivert,Extrovert,Low,Low,Low,3,0,7,Good,0.38
Female,Female,Ambivert,Extrovert,High,High,Medium,9,9,6,Excellent,0.85
Female,Other,Introvert,Ambivert,Medium,Low,Medium,5,10,3,Good,0.71
Female,Other,Extrovert,Ambivert,Low,Low,Low,1,1,6,Poor,0.23
Male,Female,Introvert,Introvert,High,Low,Low,1,2,3,Good,0.12
Male,Male,Extrovert,Extrovert,High,Low,Low,7,2,8,Good,0.46
Female,Male,Extrovert,Introvert,Medium,Medium,Low,10,4,8,Good,0.54
Other,Female,Ambivert,Ambivert,High,High,Medium,8,10,3,Poor,0.91
Other,Female,Ambivert,Ambivert,Medium,Medium,Medium,3,5,2,Excellent,0.22
Other,Other,Extrovert,Introvert,Medium,Medium,High,2,7,1,Excellent,0.31
Female,Other,Introvert,Introvert,Low,High,Low,7,5,1,Excellent,0.41
Other,Female,Ambivert,Introvert,High,Medium,Low,8,3,5,Poor,0.56
Male,Male,Extrovert,Extrovert,Medium,Low,Low,4,5,9,Good,0.68
Female,Other,Ambivert,Ambivert,Low,High,High,9,2,1,Poor,0.49
Male,Female,Introvert,Extrovert,Low,High,High,8,9,10,Good,0.84
Female,Other,Ambivert,Ambivert,Medium,Low,Low,10,7,3,Excellent,0.65
Male,Male,Introvert,Introvert,Low,High,High,2,7,0,Good,0.33
Male,Male,Introvert,Ambivert,Medium,Medium,Low,7,5,4,Poor,0.51
Male,Male,Ambivert,Extrovert,Medium,Medium,Low,7,5,4,Poor,0.69
Female,Other,Introvert,Ambivert,High,High,Low,4,2,6,Poor,0.45
Female,Female,Ambivert,Extrovert,Low,High,Low,6,10,5,Excellent,0.77
Male,Female,Extrovert,Ambivert,Medium,Low,Medium,3,9,8,Excellent,0.73
Female,Female,Introvert,Ambivert,High,High,Medium,5,8,3,Excellent,0.65
Other,Female,Extrovert,Introvert,Medium,Medium,Low,0,9,4,Excellent,0.45
Other,Female,Ambivert,Extrovert,Medium,High,Low,4,4,10,Excellent,0.47
Other,Male,Ambivert,Extrovert,Low,Low,Medium,7,2,7,Poor,0.57
Other,Other,Introvert,Introvert,Medium,High,Low,2,2,2,Excellent,0.13
Female,Male,Introvert,Extrovert,Low,Low,High,5,1,8,Good,0.41
Male,Other,Ambivert,Ambivert,High,Medium,Low,5,2,9,Poor,0.59
Female,Other,Introvert,Ambivert,Medium,Medium,Low,10,0,1,Excellent,0.49
Other,Male,Ambivert,Extrovert,High,High,Medium,0,4,9,Excellent,0.44
Other,Other,Extrovert,Introvert,Low,Low,High,4,4,8,Good,0.56
Male,Female,Extrovert,Ambivert,Low,High,Low,7,1,1,Excellent,0.47
Male,Other,Introvert,Introvert,Medium,Low,Low,0,2,0,Excellent,0.09
Other,Female,Extrovert,Introvert,Low,High,Medium,10,10,3,Poor,1.0
Other,Male,Extrovert,Introvert,Medium,Low,Medium,2,4,2,Poor,0.32
Female,Female,Introvert,Introvert,Medium,High,High,4,4,7,Good,0.32
Male,Female,Extrovert,Ambivert,Medium,Medium,Low,8,7,10,Poor,0.91
Male,Male,Ambivert,Extrovert,High,Low,Low,3,6,5,Poor,0.5
Other,Female,Introvert,Extrovert,Low,Low,Low,4,1,8,Excellent,0.56
Female,Male,Extrovert,Extrovert,High,High,Low,10,10,2,Good,0.8
Male,Female,Ambivert,Extrovert,Medium,Low,Medium,10,9,0,Good,0.62
Other,Male,Ambivert,Extrovert,High,High,Medium,7,5,5,Poor,0.44
Male,Male,Extrovert,Extrovert,High,Medium,Low,2,0,7,Poor,0.28
Female,Other,Ambivert,Ambivert,Medium,Low,Medium,7,3,4,Poor,0.38
Female,Other,Extrovert,Extrovert,Low,Medium,Medium,0,3,8,Excellent,0.31
Female,Female,Extrovert,Ambivert,Medium,Low,High,2,8,2,Good,0.46
Other,Other,Ambivert,Introvert,Low,High,High,10,5,0,Excellent,0.67
Female,Male,Extrovert,Extrovert,Medium,High,Medium,0,10,2,Excellent,0.44
Male,Female,Extrovert,Introvert,High,High,High,6,1,3,Excellent,0.21
Other,Other,Extrovert,Introvert,Medium,High,Medium,1,7,8,Poor,0.58
Female,Other,Introvert,Extrovert,Low,Medium,Medium,3,1,6,Excellent,0.45
Female,Male,Extrovert,Extrovert,Medium,Low,Low,6,9,6,Poor,0.64
Male,Female,Extrovert,Ambivert,Low,Low,High,3,9,2,Excellent,0.45
Female,Female,Extrovert,Ambivert,High,Low,Low,6,1,10,Excellent,0.57
Male,Female,Introvert,Introvert,High,Medium,Medium,1,5,6,Poor,0.32
Male,Female,Introvert,Extrovert,Medium,Medium,Low,7,0,4,Good,0.43
Male,Male,Extrovert,Ambivert,Low,High,Medium,1,5,10,Poor,0.52
Male,Other,Extrovert,Introvert,High,Medium,High,9,8,6,Poor,0.81
Female,Male,Extrovert,Ambivert,Low,Medium,Medium,0,4,6,Good,0.24
Other,Other,Introvert,Ambivert,Medium,Low,Medium,7,5,8,Good,0.62
Male,Male,Extrovert,Ambivert,Medium,Low,High,2,0,5,Poor,0.31
Other,Female,Introvert,Ambivert,Low,Low,Medium,6,0,7,Good,0.4
Male,Male,Extrovert,Extrovert,Medium,High,Low,10,5,4,Good,0.81
Female,Other,Extrovert,Introvert,Low,Medium,High,4,5,6,Excellent,0.46
Female,Female,Extrovert,Ambivert,High,Low,High,5,0,8,Poor,0.46
Female,Male,Introvert,Introvert,Low,High,High,2,10,7,Good,0.73
Female,Female,Extrovert,Ambivert,Low,High,Low,8,9,7,Excellent,0.66
Male,Female,Extrovert,Introvert,High,Low,Low,10,1,6,Poor,0.39
Other,Male,Extrovert,Ambivert,Low,Medium,Medium,6,0,2,Poor,0.11
Female,Other,Ambivert,Ambivert,High,Medium,High,3,9,4,Good,0.66
Other,Other,Ambivert,Introvert,Low,High,Medium,9,7,3,Good,0.58
Female,Other,Ambivert,Introvert,Medium,Low,Low,0,9,6,Excellent,0.76
Other,Female,Extrovert,Introvert,Medium,High,High,6,10,2,Good,0.54
Female,Female,Ambivert,Ambivert,Medium,High,High,3,0,5,Excellent,0.29
Male,Other,Extrovert,Ambivert,Low,Low,Medium,9,6,10,Poor,0.99
Female,Other,Extrovert,Extrovert,Low,High,Medium,5,5,5,Good,0.7
